uid,group,join_dt,device
1024767,A,2023-02-05,A
1024768,A,2023-02-02,A
1024769,A,2023-01-26,A
1024770,B,2023-01-31,I
1024771,B,2023-01-25,A
1024772,B,2023-01-26,A
1024773,A,2023-02-06,I
1024774,B,2023-01-28,A
1024776,B,2023-01-25,A
1024777,B,2023-01-25,A
1024778,A,2023-01-27,A
1024779,B,2023-02-04,A
1024780,A,2023-01-26,A
1024781,B,2023-01-27,I
1024782,B,2023-01-25,A
1024783,B,2023-01-25,A
1024784,A,2023-02-01,I
1024785,A,2023-01-25,A
1024786,B,2023-02-02,A
1024787,A,2023-01-28,A
1024788,B,2023-01-28,I
1024789,B,2023-01-25,A
1024790,B,2023-01-26,I
1024791,B,2023-01-26,A
1024792,A,2023-02-02,A
1024793,B,2023-01-27,I
1024794,A,2023-01-28,A
1024795,A,2023-02-06,A
1024796,A,2023-02-03,
1024797,A,2023-01-26,I
1024798,B,2023-01-29,I
1024799,A,2023-01-25,A
1024800,B,2023-01-25,I
1024801,A,2023-01-28,A
1024802,B,2023-01-25,I
1024803,A,2023-01-26,A
1024804,A,2023-01-30,I
1024805,B,2023-01-28,A
1024806,B,2023-01-29,A
1024807,A,2023-01-27,A
1024808,B,2023-01-26,A
1024809,A,2023-01-28,A
1024810,B,2023-01-27,A
1024811,A,2023-01-26,A
1024812,A,2023-01-26,A
1024813,A,2023-01-28,I
1024814,A,2023-01-29,A
1024815,A,2023-01-29,A
1024816,B,2023-02-03,I
1024817,B,2023-01-27,I
1024818,A,2023-01-31,I
1024819,A,2023-01-25,A
1024820,B,2023-02-05,A
1024821,B,2023-01-31,I
1024822,B,2023-01-25,I
1024823,B,2023-01-28,I
1024824,A,2023-01-30,I
1024825,B,2023-01-30,A
1024826,B,2023-02-02,A
1024827,A,2023-02-04,A
1024828,B,2023-01-27,I
1024829,B,2023-02-01,A
1024830,A,2023-01-27,I
1024831,A,2023-01-29,I
1024832,A,2023-01-28,I
1024833,A,2023-01-25,A
1024834,B,2023-01-26,A
1024835,A,2023-01-25,A
1024836,B,2023-02-05,A
1024837,A,2023-01-26,I
1024838,B,2023-01-26,I
1024839,B,2023-02-01,I
1024840,A,2023-01-25,I
1024841,B,2023-01-28,A
1024842,B,2023-01-25,A
1024843,B,2023-02-01,A
1024844,A,2023-01-29,A
1024845,B,2023-01-29,I
1024846,B,2023-01-27,A
1024847,A,2023-01-25,I
1024848,A,2023-01-25,A
1024849,A,2023-01-25,I
1024850,B,2023-02-02,I
1024851,A,2023-01-26,I
1024852,B,2023-02-02,A
1024853,A,2023-01-27,I
1024854,A,2023-01-27,A
1024855,B,2023-01-30,A
1024856,A,2023-02-06,A
1024857,A,2023-01-31,A
1024858,B,2023-01-26,I
1024859,B,2023-01-29,A
1024860,A,2023-01-25,A
1024861,B,2023-01-25,A
1024862,A,2023-01-26,I
1024863,B,2023-01-26,I
1024864,A,2023-01-25,I
1024865,A,2023-01-25,A
1024866,B,2023-01-25,I
1024868,B,2023-01-29,A
1024869,A,2023-01-25,A
1024870,B,2023-01-26,I
1024871,B,2023-01-29,I
1024872,A,2023-01-28,A
1024873,B,2023-01-28,A
1024874,B,2023-01-31,A
1024875,B,2023-02-06,I
1024876,B,2023-01-31,A
1024877,A,2023-01-27,I
1024878,B,2023-01-26,I
1024879,B,2023-01-26,A
1024880,B,2023-01-31,I
1024881,A,2023-01-26,I
1024882,B,2023-01-26,I
1024883,A,2023-01-26,A
1024884,A,2023-02-06,I
1024885,B,2023-02-01,A
1024886,B,2023-01-25,A
1024887,A,2023-01-27,A
1024888,B,2023-02-03,A
1024889,A,2023-02-06,I
1024890,B,2023-01-26,A
1024891,A,2023-01-25,A
1024892,A,2023-01-28,A
1024893,A,2023-01-30,A
1024894,B,2023-02-02,I
1024895,A,2023-01-28,I
1024897,B,2023-01-25,A
1024898,A,2023-01-25,A
1024899,A,2023-02-04,A
1024900,A,2023-01-27,I
1024901,B,2023-02-03,I
1024902,A,2023-01-26,A
1024903,B,2023-01-26,A
1024904,A,2023-01-27,A
1024905,B,2023-01-25,I
1024906,A,2023-02-04,A
1024907,B,2023-01-31,A
1024908,B,2023-01-26,I
1024909,B,2023-01-25,A
1024910,A,2023-01-30,A
1024911,B,2023-01-30,I
1024912,B,2023-01-25,I
1024913,A,2023-01-25,A
1024914,B,2023-01-28,I
1024915,A,2023-01-27,A
1024916,A,2023-01-25,A
1024917,A,2023-02-02,I
1024919,B,2023-01-27,A
1024920,A,2023-01-27,I
1024921,A,2023-02-02,I
1024922,A,2023-01-25,A
1024923,A,2023-01-26,A
1024924,A,2023-02-02,I
1024925,B,2023-01-26,A
1024926,A,2023-02-03,A
1024927,A,2023-02-04,A
1024928,B,2023-01-26,I
1024929,B,2023-01-26,I
1024930,A,2023-01-26,I
1024931,A,2023-01-31,A
1024932,B,2023-01-28,I
1024933,B,2023-01-28,A
1024934,B,2023-01-25,A
1024935,A,2023-01-25,I
1024936,B,2023-01-27,A
1024937,A,2023-01-27,I
1024938,A,2023-01-26,I
1024939,A,2023-01-27,I
1024940,B,2023-02-03,A
1024941,B,2023-01-26,A
1024942,A,2023-01-26,A
1024943,A,2023-01-25,A
1024944,A,2023-02-05,A
1024945,B,2023-02-01,A
1024946,A,2023-01-25,A
1024947,A,2023-02-04,I
1024948,B,2023-01-28,A
1024949,A,2023-01-29,I
1024950,B,2023-01-31,A
1024951,B,2023-02-04,I
1024952,A,2023-01-27,I
1024953,A,2023-02-04,A
1024954,A,2023-01-27,A
1024955,B,2023-01-28,I
1024956,B,2023-02-06,I
1024957,B,2023-01-25,A
1024958,B,2023-01-30,A
1024959,B,2023-01-26,A
1024960,B,2023-01-26,I
1024961,B,2023-01-25,A
1024962,A,2023-01-26,I
1024963,B,2023-01-26,A
1024964,B,2023-01-25,A
1024965,A,2023-01-28,I
1024966,A,2023-01-26,I
1024967,A,2023-01-31,I
1024968,A,2023-02-01,A
1024969,A,2023-01-27,A
1024970,B,2023-02-04,I
1024971,B,2023-01-26,I
1024972,B,2023-02-01,A
1024973,B,2023-01-31,I
1024974,A,2023-01-30,I
1024975,B,2023-01-26,I
1024976,B,2023-02-02,A
1024977,A,2023-01-28,A
1024978,A,2023-01-25,I
1024979,A,2023-01-26,A
1024980,B,2023-02-06,A
1024981,A,2023-01-31,I
1024982,A,2023-01-28,I
1024983,B,2023-02-01,A
1024984,A,2023-01-26,A
1024985,B,2023-01-31,A
1024986,A,2023-02-04,I
1024987,B,2023-02-04,A
1024988,A,2023-01-27,A
1024989,B,2023-01-26,I
1024990,A,2023-01-31,A
1024991,B,2023-01-27,I
1024992,B,2023-01-25,I
1024993,A,2023-01-26,A
1024994,B,2023-01-26,A
1024995,B,2023-01-25,A
1024996,B,2023-01-25,A
1024997,A,2023-02-05,I
1024998,B,2023-01-31,I
1024999,A,2023-01-26,A
1025000,A,2023-01-25,A
1025001,A,2023-01-29,A
1025002,A,2023-01-28,A
1025003,B,2023-01-26,A
1025004,B,2023-01-27,I
1025005,B,2023-01-27,A
1025006,B,2023-01-26,A
1025007,B,2023-01-27,A
1025008,B,2023-01-26,A
1025009,B,2023-01-28,I
1025010,B,2023-01-26,A
1025011,A,2023-01-28,A
1025012,A,2023-01-26,A
1025013,A,2023-01-29,A
1025014,B,2023-02-02,I
1025015,A,2023-01-31,A
1025016,A,2023-01-29,A
1025017,B,2023-01-29,I
1025018,A,2023-01-25,A
1025019,B,2023-01-26,I
1025021,B,2023-02-06,A
1025022,A,2023-02-05,A
1025023,A,2023-01-25,A
1025024,A,2023-01-27,I
1025025,B,2023-01-28,A
1025026,A,2023-01-25,A
1025027,A,2023-01-26,A
1025028,B,2023-01-28,A
1025029,B,2023-01-25,A
1025030,B,2023-01-28,I
1025031,B,2023-01-28,A
1025033,A,2023-02-05,I
1025034,A,2023-01-30,A
1025035,A,2023-01-25,I
1025036,A,2023-01-28,A
1025037,A,2023-01-26,I
1025038,A,2023-01-26,I
1025039,B,2023-01-31,A
1025040,A,2023-01-31,A
1025041,A,2023-01-25,A
1025042,B,2023-01-27,A
1025043,B,2023-01-27,A
1025044,B,2023-01-26,I
1025045,A,2023-01-25,I
1025046,B,2023-01-25,A
1025047,B,2023-01-30,A
1025048,B,2023-01-30,A
1025049,B,2023-02-04,A
1025050,A,2023-01-25,I
1025051,B,2023-02-05,A
1025052,A,2023-01-25,I
1025053,B,2023-01-25,I
1025054,A,2023-01-28,I
1025055,A,2023-02-01,I
1025056,A,2023-02-02,A
1025057,A,2023-01-27,I
1025058,B,2023-01-25,I
1025059,A,2023-01-29,A
1025060,A,2023-01-25,A
1025061,A,2023-01-29,A
1025062,B,2023-01-27,A
1025063,A,2023-01-25,I
1025064,B,2023-01-31,A
1025065,A,2023-01-27,A
1025066,A,2023-01-28,A
1025067,A,2023-01-26,I
1025068,A,2023-01-31,A
1025069,A,2023-01-26,A
1025070,B,2023-01-26,A
1025071,B,2023-01-25,A
1025072,A,2023-02-02,A
1025073,B,2023-01-28,A
1025074,A,2023-01-28,I
1025075,A,2023-01-25,A
1025076,B,2023-02-02,I
1025077,A,2023-01-26,I
1025078,B,2023-01-29,A
1025079,B,2023-01-27,I
1025080,B,2023-01-27,A
1025081,A,2023-01-31,I
1025082,A,2023-01-28,A
1025083,B,2023-02-04,A
1025084,B,2023-02-06,A
1025085,B,2023-01-29,I
1025086,B,2023-01-31,I
1025088,B,2023-02-06,A
1025089,A,2023-01-27,I
1025090,B,2023-01-31,A
1025091,B,2023-02-02,I
1025092,A,2023-01-25,A
1025093,A,2023-02-01,A
1025094,B,2023-01-30,A
1025095,A,2023-01-25,I
1025096,A,2023-02-02,A
1025097,B,2023-01-28,A
1025098,A,2023-02-06,A
1025099,A,2023-02-02,I
1025100,A,2023-01-29,I
1025101,A,2023-01-29,A
1025102,A,2023-01-26,I
1025103,B,2023-01-27,A
1025104,A,2023-01-28,I
1025105,A,2023-01-27,I
1025106,A,2023-01-26,I
1025107,A,2023-01-25,I
1025108,B,2023-01-25,I
1025109,A,2023-01-29,A
1025110,B,2023-01-25,I
1025111,A,2023-02-03,A
1025112,B,2023-01-27,A
1025113,B,2023-01-25,A
1025114,B,2023-01-26,A
1025115,A,2023-01-27,A
1025116,B,2023-02-06,A
1025117,A,2023-01-28,A
1025118,A,2023-02-01,A
1025119,A,2023-01-31,A
1025120,A,2023-02-02,A
1025121,A,2023-01-28,A
1025122,A,2023-01-26,A
1025123,B,2023-01-28,I
1025124,A,2023-01-26,A
1025125,A,2023-01-27,A
1025126,A,2023-01-25,A
1025127,A,2023-01-27,I
1025128,A,2023-01-25,A
1025129,A,2023-01-28,I
1025130,A,2023-02-01,A
1025131,A,2023-01-30,A
1025132,A,2023-01-26,A
1025133,A,2023-01-27,I
1025134,A,2023-02-04,A
1025135,A,2023-01-29,A
1025136,A,2023-02-01,I
1025137,A,2023-02-02,I
1025138,A,2023-01-25,A
1025139,A,2023-01-29,A
1025140,B,2023-01-26,I
1025141,A,2023-01-25,I
1025142,A,2023-01-27,A
1025143,B,2023-01-25,I
1025144,B,2023-01-25,A
1025145,B,2023-01-28,I
1025146,B,2023-01-25,A
1025147,A,2023-01-27,I
1025148,B,2023-01-29,I
1025149,A,2023-01-26,A
1025150,A,2023-01-26,A
1025151,B,2023-01-26,I
1025152,A,2023-01-28,A
1025154,A,2023-01-26,A
1025155,A,2023-01-26,I
1025156,A,2023-02-06,I
1025157,B,2023-01-28,I
1025158,B,2023-01-27,A
1025159,B,2023-01-27,A
1025160,A,2023-01-28,A
1025161,A,2023-01-25,A
1025162,B,2023-01-25,A
1025163,A,2023-01-26,A
1025164,A,2023-01-30,A
1025165,B,2023-01-26,A
1025166,B,2023-01-28,I
1025167,A,2023-01-30,A
1025168,A,2023-01-25,A
1025169,A,2023-01-26,I
1025170,A,2023-01-27,I
1025171,A,2023-01-29,A
1025172,A,2023-01-28,A
1025173,A,2023-01-29,I
1025174,B,2023-01-28,I
1025175,B,2023-01-28,I
1025176,B,2023-01-27,A
1025177,B,2023-02-03,A
1025178,A,2023-01-26,I
1025179,B,2023-01-25,I
1025180,A,2023-01-25,I
1025181,B,2023-01-26,I
1025182,A,2023-01-25,A
1025183,B,2023-01-25,A
1025184,B,2023-01-27,A
1025185,A,2023-01-27,I
1025186,A,2023-02-02,I
1025187,A,2023-01-26,I
1025188,B,2023-01-26,A
1025189,A,2023-01-28,A
1025190,B,2023-01-30,A
1025191,B,2023-01-28,A
1025192,A,2023-01-25,A
1025193,A,2023-01-29,A
1025194,A,2023-01-25,A
1025195,B,2023-01-29,A
1025196,A,2023-01-27,A
1025197,A,2023-01-31,I
1025198,A,2023-02-05,A
1025199,A,2023-01-27,A
1025200,A,2023-01-31,I
1025201,A,2023-01-25,A
1025202,B,2023-01-28,A
1025203,B,2023-01-25,I
1025204,A,2023-01-25,
1025205,B,2023-01-26,A
1025206,A,2023-02-01,A
1025207,A,2023-01-25,A
1025208,A,2023-01-26,I
1025209,B,2023-01-29,A
1025210,A,2023-01-26,A
1025211,B,2023-01-29,A
1025212,A,2023-02-02,A
1025213,A,2023-01-25,A
1025215,A,2023-01-31,I
1025216,A,2023-01-25,A
1025217,B,2023-01-30,I
1025218,B,2023-02-02,I
1025219,A,2023-01-29,I
1025220,B,2023-01-25,
1025221,A,2023-01-29,I
1025222,B,2023-01-28,I
1025223,B,2023-01-26,A
1025224,B,2023-01-30,A
1025225,B,2023-01-26,I
1025226,B,2023-01-26,A
1025227,B,2023-01-28,A
1025228,A,2023-01-26,I
1025229,A,2023-01-26,A
1025230,A,2023-01-26,I
1025231,B,2023-01-31,A
1025232,B,2023-02-05,A
1025233,B,2023-01-25,A
1025234,A,2023-01-30,A
1025235,A,2023-01-26,A
1025236,B,2023-01-25,I
1025237,A,2023-01-26,A
1025238,A,2023-01-26,A
1025239,B,2023-01-25,A
1025240,A,2023-01-30,I
1025241,A,2023-01-30,A
1025242,B,2023-01-25,I
1025243,A,2023-02-03,A
1025244,A,2023-01-26,A
1025245,B,2023-01-28,I
1025246,A,2023-01-29,A
1025247,A,2023-01-28,I
1025248,B,2023-01-30,A
1025250,A,2023-02-04,A
1025251,A,2023-01-25,A
1025252,B,2023-01-25,I
1025253,A,2023-01-27,I
1025254,A,2023-02-05,I
1025255,A,2023-01-30,I
1025256,B,2023-01-25,A
1025257,B,2023-01-27,I
1025258,B,2023-01-31,A
1025259,B,2023-02-04,A
1025260,B,2023-01-27,A
1025261,A,2023-02-06,A
1025262,A,2023-01-25,A
1025263,A,2023-01-26,A
1025264,B,2023-01-28,A
1025265,B,2023-02-03,A
1025266,B,2023-01-26,I
1025267,B,2023-01-25,A
1025268,B,2023-01-25,A
1025269,B,2023-01-25,I
1025270,B,2023-02-01,I
1025271,A,2023-02-02,I
1025272,A,2023-01-29,A
1025273,A,2023-01-25,I
1025274,A,2023-01-25,I
1025275,A,2023-01-28,A
1025276,B,2023-01-29,A
1025277,A,2023-01-26,A
1025278,B,2023-01-26,I
1025279,B,2023-01-25,A
1025280,A,2023-01-25,I
1025281,A,2023-01-28,A
1025282,A,2023-01-31,A
1025283,B,2023-01-29,I
1025284,B,2023-01-27,I
1025285,A,2023-01-25,I
1025286,A,2023-02-04,A
1025287,A,2023-01-26,I
1025288,B,2023-01-27,A
1025289,B,2023-01-30,A
1025290,B,2023-01-30,I
1025291,A,2023-01-25,A
1025292,B,2023-01-25,A
1025293,A,2023-01-25,I
1025295,A,2023-01-27,I
1025296,A,2023-01-26,A
1025297,B,2023-02-02,I
1025298,A,2023-01-28,I
1025299,B,2023-02-01,A
1025300,A,2023-02-03,I
1025301,A,2023-01-26,A
1025302,B,2023-01-27,A
1025303,A,2023-01-26,A
1025304,B,2023-02-01,A
1025305,B,2023-01-27,I
1025306,B,2023-02-02,I
1025307,A,2023-01-31,A
1025308,B,2023-02-02,A
1025309,B,2023-02-02,A
1025310,B,2023-01-26,A
1025311,A,2023-01-25,I
1025312,B,2023-01-27,I
1025313,A,2023-01-29,A
1025314,A,2023-02-06,I
1025315,B,2023-01-26,A
1025316,B,2023-01-25,I
1025317,B,2023-01-27,A
1025318,B,2023-02-05,I
1025319,A,2023-01-30,I
1025320,A,2023-01-26,A
1025321,B,2023-01-25,A
1025322,A,2023-01-27,A
1025323,B,2023-01-28,I
1025324,B,2023-02-04,A
1025325,A,2023-01-26,I
1025326,B,2023-02-02,I
1025327,A,2023-01-27,I
1025328,A,2023-01-26,I
1025329,A,2023-01-26,A
1025330,B,2023-01-26,A
1025331,A,2023-01-30,A
1025332,B,2023-01-26,A
1025333,A,2023-01-25,I
1025334,A,2023-01-26,A
1025335,B,2023-01-26,A
1025336,B,2023-02-02,A
1025337,A,2023-01-26,A
1025338,B,2023-01-26,A
1025339,B,2023-01-28,A
1025340,B,2023-01-31,I
1025341,A,2023-01-26,A
1025342,A,2023-01-30,A
1025343,A,2023-01-27,A
1025344,B,2023-02-05,A
1025345,A,2023-02-03,A
1025346,B,2023-01-28,A
1025347,B,2023-01-26,A
1025348,B,2023-02-02,A
1025349,A,2023-01-26,I
1025350,B,2023-01-26,A
1025351,A,2023-01-29,I
1025352,B,2023-01-28,I
1025353,A,2023-01-30,I
1025354,A,2023-01-26,I
1025355,A,2023-01-29,A
1025356,B,2023-01-28,A
1025357,A,2023-01-26,A
1025359,B,2023-01-25,A
1025360,B,2023-01-29,A
1025361,B,2023-01-28,I
1025362,B,2023-01-25,A
1025363,A,2023-01-31,A
1025364,A,2023-01-25,A
1025365,A,2023-01-25,A
1025366,A,2023-01-30,A
1025367,B,2023-01-27,A
1025368,A,2023-01-27,A
1025369,A,2023-01-28,I
1025370,A,2023-02-03,A
1025371,B,2023-01-29,A
1025372,A,2023-01-25,I
1025373,B,2023-01-28,A
1025374,B,2023-01-28,A
1025375,A,2023-02-02,I
1025376,A,2023-01-27,A
1025377,A,2023-01-27,A
1025378,A,2023-01-26,A
1025379,A,2023-02-06,
1025380,B,2023-01-25,A
1025381,B,2023-01-26,A
1025382,A,2023-01-28,I
1025383,B,2023-01-29,I
1025384,B,2023-02-02,I
1025385,B,2023-02-03,A
1025386,A,2023-01-30,A
1025387,A,2023-01-25,I
1025388,B,2023-01-26,A
1025389,A,2023-01-26,I
1025390,A,2023-01-29,A
1025391,A,2023-01-28,I
1025392,A,2023-01-29,I
1025393,B,2023-01-26,A
1025394,A,2023-01-27,I
1025395,B,2023-01-26,A
1025396,A,2023-01-26,I
1025397,B,2023-01-31,I
1025398,B,2023-01-25,A
1025399,A,2023-02-06,A
1025400,B,2023-01-25,I
1025401,A,2023-02-05,I
1025402,B,2023-01-30,A
1025403,A,2023-01-28,I
1025404,A,2023-01-25,I
1025405,A,2023-01-26,A
1025406,A,2023-02-02,A
1025407,B,2023-01-31,I
1025408,B,2023-01-25,I
1025409,B,2023-01-26,A
1025410,B,2023-01-25,I
1025411,A,2023-01-30,I
1025412,A,2023-01-28,I
1025413,A,2023-02-06,I
1025414,A,2023-02-06,I
1025415,B,2023-01-26,A
1025416,A,2023-01-31,I
1025417,B,2023-01-30,I
1025418,B,2023-01-30,A
1025419,A,2023-01-26,A
1025420,B,2023-01-28,A
1025421,A,2023-01-27,A
1025422,B,2023-01-26,A
1025423,B,2023-01-26,A
1025424,B,2023-01-27,A
1025425,A,2023-01-25,I
1025426,A,2023-01-25,A
1025427,A,2023-01-25,A
1025428,A,2023-01-28,A
1025429,A,2023-01-28,I
1025430,B,2023-01-29,A
1025431,B,2023-01-29,A
1025432,A,2023-01-29,I
1025433,A,2023-01-30,I
1025434,A,2023-01-25,I
1025435,A,2023-01-26,A
1025436,B,2023-02-06,I
1025437,B,2023-02-02,I
1025439,A,2023-01-25,A
1025440,B,2023-02-01,I
1025441,A,2023-01-30,A
1025442,B,2023-01-29,A
1025443,B,2023-01-28,A
1025445,B,2023-01-28,A
1025446,B,2023-01-26,A
1025447,B,2023-01-27,A
1025448,A,2023-01-29,A
1025449,B,2023-01-25,A
1025450,B,2023-01-26,A
1025451,B,2023-01-29,A
1025452,B,2023-01-27,A
1025453,B,2023-01-27,A
1025454,A,2023-01-25,A
1025455,B,2023-01-25,A
1025456,A,2023-01-25,I
1025457,B,2023-01-29,I
1025458,B,2023-01-30,A
1025459,A,2023-01-25,A
1025460,B,2023-01-26,I
1025461,A,2023-01-25,I
1025462,B,2023-01-25,I
1025463,B,2023-01-25,A
1025464,A,2023-01-29,I
1025465,A,2023-01-28,A
1025466,A,2023-02-04,A
1025467,A,2023-01-25,A
1025468,B,2023-01-26,I
1025469,B,2023-01-26,A
1025470,A,2023-02-05,I
1025471,B,2023-01-28,A
1025472,A,2023-02-02,A
1025473,B,2023-01-27,A
1025474,A,2023-02-05,I
1025475,A,2023-01-26,A
1025476,A,2023-01-29,A
1025477,B,2023-01-30,I
1025478,A,2023-01-28,A
1025479,B,2023-01-26,A
1025480,A,2023-01-26,A
1025481,B,2023-01-26,A
1025482,B,2023-01-27,A
1025483,B,2023-02-02,A
1025484,A,2023-01-25,A
1025485,A,2023-01-29,A
1025486,B,2023-01-25,I
1025487,B,2023-01-26,A
1025488,A,2023-01-25,I
1025489,B,2023-01-26,A
1025490,B,2023-01-26,A
1025491,B,2023-01-25,I
1025492,A,2023-01-25,A
1025493,B,2023-01-30,I
1025494,B,2023-01-26,I
1025495,A,2023-01-27,A
1025496,A,2023-01-25,I
1025497,B,2023-01-27,I
1025498,B,2023-01-26,I
1025499,B,2023-01-26,A
1025500,A,2023-01-28,A
1025501,B,2023-01-28,A
1025502,B,2023-01-26,A
1025503,B,2023-01-25,A
1025504,B,2023-01-27,A
1025505,B,2023-01-26,I
1025506,B,2023-01-26,A
1025507,B,2023-01-25,I
1025508,B,2023-01-25,A
1025509,A,2023-02-04,A
1025510,A,2023-01-27,A
1025511,A,2023-01-28,A
1025512,A,2023-01-26,I
1025513,A,2023-01-26,A
1025514,B,2023-01-30,A
1025515,B,2023-01-25,A
1025516,A,2023-01-29,I
1025517,B,2023-01-25,A
1025518,A,2023-01-28,A
1025519,A,2023-01-25,A
1025520,A,2023-01-26,I
1025521,A,2023-02-01,A
1025522,A,2023-01-27,I
1025523,B,2023-01-26,A
1025524,B,2023-01-28,I
1025525,B,2023-02-06,A
1025526,B,2023-01-25,A
1025527,B,2023-01-26,A
1025528,B,2023-01-28,I
1025529,A,2023-02-06,I
1025530,B,2023-01-26,I
1025531,B,2023-01-25,I
1025532,B,2023-01-30,A
1025533,A,2023-02-02,A
1025534,A,2023-01-28,A
1025535,A,2023-02-01,A
1025536,B,2023-01-29,A
1025537,B,2023-01-25,A
1025538,B,2023-01-26,A
1025539,B,2023-01-26,A
1025540,A,2023-01-28,I
1025541,B,2023-01-28,A
1025542,B,2023-02-03,I
1025543,B,2023-02-03,A
1025544,B,2023-01-29,A
1025545,B,2023-01-25,I
1025546,B,2023-01-28,A
1025547,B,2023-02-01,I
1025548,B,2023-02-06,I
1025549,A,2023-01-26,A
1025550,A,2023-01-25,A
1025551,A,2023-01-26,I
1025552,B,2023-01-25,A
1025553,A,2023-01-30,A
1025554,B,2023-01-25,A
1025556,B,2023-01-30,A
1025557,A,2023-01-28,A
1025558,B,2023-01-28,A
1025559,B,2023-02-06,A
1025560,A,2023-01-28,A
1025561,B,2023-01-26,A
1025562,A,2023-01-28,A
1025563,A,2023-01-25,A
1025564,A,2023-01-31,A
1025565,B,2023-02-03,I
1025566,A,2023-01-26,A
1025567,B,2023-01-29,I
1025568,B,2023-02-03,A
1025569,A,2023-01-27,I
1025570,A,2023-01-26,
1025571,B,2023-01-29,A
1025572,B,2023-01-27,I
1025573,A,2023-01-25,A
1025574,A,2023-01-26,A
1025575,B,2023-01-30,I
1025576,A,2023-02-03,A
1025577,B,2023-01-31,A
1025578,B,2023-02-01,A
1025579,B,2023-01-30,I
1025580,A,2023-01-27,I
1025581,B,2023-01-25,I
1025582,B,2023-02-03,I
1025583,B,2023-01-26,I
1025585,B,2023-01-29,I
1025586,B,2023-01-25,I
1025587,A,2023-01-28,A
1025588,B,2023-01-26,A
1025589,B,2023-01-28,A
1025590,A,2023-02-05,I
1025591,B,2023-02-01,I
1025592,A,2023-01-28,A
1025593,B,2023-01-31,A
1025594,B,2023-01-26,A
1025595,A,2023-01-31,I
1025596,A,2023-01-26,A
1025597,B,2023-01-28,A
1025598,A,2023-01-28,A
1025599,A,2023-01-26,A
1025600,A,2023-01-27,I
1025601,A,2023-01-25,I
1025602,B,2023-01-25,A
1025603,A,2023-01-31,A
1025604,A,2023-01-27,I
1025605,A,2023-01-25,A
1025606,A,2023-01-26,I
1025607,A,2023-01-25,A
1025608,A,2023-01-27,I
1025609,A,2023-01-27,I
1025610,B,2023-01-28,I
1025611,B,2023-01-27,A
1025612,B,2023-02-01,A
1025613,B,2023-02-04,A
1025615,B,2023-01-31,I
1025616,B,2023-01-29,I
1025617,A,2023-01-26,I
1025618,A,2023-01-29,I
1025619,B,2023-01-31,A
1025620,B,2023-01-26,A
1025621,A,2023-01-26,A
1025622,B,2023-01-25,A
1025623,A,2023-01-27,A
1025624,A,2023-01-27,A
1025625,A,2023-01-25,I
1025626,B,2023-02-03,I
1025627,B,2023-02-03,I
1025628,B,2023-01-30,A
1025629,A,2023-01-26,I
1025630,A,2023-01-27,A
1025631,B,2023-01-26,A
1025632,B,2023-01-27,I
1025633,A,2023-02-01,A
1025634,B,2023-01-29,A
1025635,B,2023-01-27,A
1025636,B,2023-01-25,I
1025638,B,2023-01-26,I
1025639,B,2023-01-30,I
1025640,A,2023-01-26,A
1025641,B,2023-01-26,I
1025642,A,2023-01-30,A
1025643,B,2023-01-28,I
1025644,A,2023-01-30,A
1025645,B,2023-01-27,I
1025646,B,2023-01-26,I
1025647,B,2023-01-26,I
1025648,B,2023-01-26,I
1025649,A,2023-01-26,A
1025650,A,2023-01-25,A
1025651,B,2023-01-26,A
1025652,B,2023-01-25,I
1025653,A,2023-01-31,A
1025654,B,2023-01-25,A
1025655,A,2023-01-26,A
1025656,A,2023-01-27,A
1025657,A,2023-01-29,A
1025658,A,2023-02-01,A
1025659,B,2023-01-26,I
1025660,A,2023-01-25,I
1025661,B,2023-01-25,I
1025662,B,2023-01-27,I
1025663,B,2023-01-28,I
1025664,B,2023-01-25,I
1025665,B,2023-01-28,A
1025666,A,2023-01-25,A
1025667,A,2023-01-25,I
1025668,A,2023-01-25,A
1025669,A,2023-01-26,I
1025670,B,2023-01-26,I
1025671,A,2023-02-03,I
1025672,B,2023-01-25,I
1025673,A,2023-01-29,A
1025674,A,2023-01-27,A
1025675,A,2023-01-25,A
1025676,A,2023-01-30,I
1025677,B,2023-01-30,A
1025678,A,2023-01-28,A
1025679,B,2023-02-03,A
1025680,B,2023-02-01,A
1025681,B,2023-01-28,A
1025683,A,2023-01-30,I
1025684,A,2023-01-27,A
1025685,A,2023-01-25,A
1025686,A,2023-01-26,A
1025687,A,2023-01-26,A
1025688,B,2023-01-29,I
1025689,B,2023-01-25,A
1025690,B,2023-01-27,I
1025691,B,2023-01-31,A
1025692,B,2023-01-27,A
1025693,A,2023-01-25,A
1025694,B,2023-01-29,A
1025695,B,2023-01-31,I
1025696,B,2023-01-28,A
1025697,A,2023-02-03,A
1025698,A,2023-01-30,A
1025699,B,2023-01-25,A
1025700,B,2023-01-26,I
1025701,A,2023-01-28,A
1025702,B,2023-01-26,A
1025703,B,2023-01-27,A
1025704,B,2023-01-29,I
1025705,B,2023-01-25,A
1025706,B,2023-02-05,I
1025707,B,2023-01-25,A
1025708,A,2023-01-31,A
1025709,A,2023-01-26,I
1025710,B,2023-01-28,I
1025711,A,2023-02-06,A
1025712,B,2023-01-28,A
1025713,B,2023-02-04,I
1025714,A,2023-01-30,A
1025715,B,2023-01-30,A
1025716,A,2023-01-30,A
1025717,B,2023-01-28,A
